client_id,churn_probability
1743230,0.9999877
2154075,0.9999877
113051,0.9999877
2091167,0.9999877
1511700,0.9999877
1467107,0.9999877
1877698,0.9999877
981894,0.9999877
114546,0.9999877
2093433,0.9999877
1746434,0.9999877
256372,0.9999877
1832964,0.9999877
258418,0.9999877
951056,0.9999877
1349458,0.9999877
899298,0.9999877
1242058,0.9999877
1677048,0.9999877
1498825,0.9999877
1318757,0.9999877
2040827,0.9999877
1320490,0.9999877
565562,0.9999877
341605,0.9999877
723909,0.9999877
2089647,0.9999877
2042490,0.9999877
324539,0.9999877
555538,0.9999877
172899,0.9999877
1572255,0.9999877
1483573,0.9999877
1931238,0.9999877
1787064,0.9999877
940197,0.9999877
2197290,0.9999877
637294,0.9999877
1892226,0.9999877
1311829,0.9999877
458640,0.9999877
1481324,0.9999877
1335266,0.9999877
1335405,0.9999877
1297798,0.9999877
334457,0.9999877
1676010,0.9999877
1766169,0.9999877
1287107,0.9999877
1342315,0.9999877
1792864,0.9999877
701175,0.9999877
25027,0.9999877
1278406,0.9999877
486216,0.9999877
1479638,0.9999877
1409986,0.9999877
1103441,0.9999877
1233584,0.9999877
1669509,0.9999877
1750967,0.9999877
1566203,0.9999877
2183078,0.9999877
454855,0.9999877
1148946,0.9999877
1571035,0.9999877
1633615,0.9999877
676141,0.9999877
275483,0.9999877
90027,0.9999877
1858696,0.9999877
1957802,0.9999877
178196,0.9999877
2266783,0.9999877
1136583,0.9999877
1037982,0.9999877
2078663,0.9999877
100168,0.9999877
1004184,0.9999877
2064126,0.9999877
1047240,0.9999877
2194427,0.9999877
1857663,0.9999877
1066696,0.9999877
1899271,0.9999877
1952428,0.9999877
436884,0.9999877
2084146,0.9999877
1707591,0.9999877
549688,0.9999877
887012,0.9999877
1639988,0.9999877
1057945,0.9999877
70900,0.9999877
1649389,0.9999877
2123370,0.9999877
1064134,0.9999877
675140,0.9999877
662395,0.9999877
1825894,0.9999877
65709,0.9999877
415652,0.9999877
871004,0.9999877
1016854,0.9999877
1515276,0.9999877
60898,0.9999877
2049253,0.9999877
1225396,0.9999877
2048625,0.9999877
2147650,0.9999877
544969,0.9999877
509415,0.9999877
2678,0.9999877
1231452,0.9999877
2045748,0.9999877
2148161,0.9999877
870182,0.9999877
61240,0.9999877
209638,0.9999877
695638,0.9999877
1022503,0.9999877
146773,0.9999877
1515808,0.9999877
1811633,0.9999877
1205689,0.9999877
40520,0.9999877
1693187,0.9999877
1200781,0.9999877
1199657,0.9999877
696509,0.9999877
1719742,0.9999877
1419400,0.9999877
1107513,0.9999876
949265,0.9999876
1321935,0.9999876
42099,0.9999876
71701,0.9999876
32189,0.9999876
2273446,0.9999876
474901,0.9999876
1101820,0.9999876
311678,0.9999876
1660035,0.9999876
1204144,0.9999876
1693102,0.9999876
267623,0.9999876
260294,0.9999876
520762,0.9999876
1404105,0.9999876
19155,0.9999876
444622,0.9999876
439737,0.9999876
2231883,0.9999876
1401089,0.9999876
1091273,0.9999875
1329196,0.9999875
2218334,0.9999875
2166049,0.9999875
1835820,0.9999875
1360133,0.9999875
1377059,0.9999875
594251,0.9999875
1353077,0.9999875
1930590,0.9999875
2041576,0.9999875
300916,0.9999875
1498510,0.9999875
2183429,0.9999875
2202410,0.9999875
175958,0.99998736
1430135,0.99998736
411777,0.99998736
1707590,0.99998736
218612,0.99998736
1529259,0.99998736
2124224,0.99998736
363023,0.99998736
1427312,0.99998736
2124431,0.99998736
1057037,0.99998736
1526699,0.99998736
1429466,0.99998736
1526527,0.99998736
591537,0.99998736
410378,0.99998736
70485,0.99998736
1427992,0.99998736
2125640,0.99998736
277600,0.99998736
1823160,0.99998736
219308,0.99998736
410934,0.99998736
1912935,0.99998736
2125229,0.99998736
187219,0.99998736
1910323,0.99998736
72013,0.99998736
280123,0.99998736
1697473,0.99998736
1532543,0.99998736
1066825,0.99998736
1421735,0.99998736
1068957,0.99998736
1069435,0.99998736
584414,0.99998736
1070629,0.99998736
1697304,0.99998736
1696405,0.99998736
1071783,0.99998736
1420466,0.99998736
1532598,0.99998736
1827208,0.99998736
1909454,0.99998736
73153,0.99998736
2119862,0.99998736
1530466,0.99998736
1062659,0.99998736
1824162,0.99998736
1063090,0.99998736
1426778,0.99998736
1425579,0.99998736
1825277,0.99998736
279473,0.99998736
1065307,0.99998736
413375,0.99998736
2121055,0.99998736
587490,0.99998736
1064842,0.99998736
1065044,0.99998736
1698873,0.99998736
2126250,0.99998736
156083,0.99998736
1430168,0.99998736
1716836,0.99998736
2133504,0.99998736
1521282,0.99998736
1439143,0.99998736
599165,0.99998736
366038,0.99998736
598907,0.99998736
1043939,0.99998736
1520672,0.99998736
1044034,0.99998736
598602,0.99998736
1815156,0.99998736
1716354,0.99998736
1438577,0.99998736
1948709,0.99998736
2133670,0.99998736
600101,0.99998736
1430605,0.99998736
601784,0.99998736
404424,0.99998736
602366,0.99998736
1518853,0.99998736
1813706,0.99998736
1036937,0.99998736
223024,0.99998736
269698,0.99998736
600449,0.99998736
1442835,0.99998736
1037933,0.99998736
405394,0.99998736
270230,0.99998736
222774,0.99998736
270459,0.99998736
1047566,0.99998736
1437755,0.99998736
1048001,0.99998736
274734,0.99998736
365102,0.99998736
1820061,0.99998736
593857,0.99998736
1054734,0.99998736
2127527,0.99998736
1055306,0.99998736
1820905,0.99998736
